;total_inflow;.t;.in_out_ES
2024-09-02 03:00:00;0,1339876502752304;1,1215277777777777;0,1339876502752304
2024-09-02 03:05:00;0,1343860626220703;1,125;0,1343860626220703
2024-09-02 03:10:00;0,1347728669643402;1,1284722222222223;0,1347728669643402
2024-09-02 03:15:00;0,13515909016132355;1,1319444444444444;0,13515909016132355
2024-09-02 03:20:00;0,13554473221302032;1,1354166666666667;0,13554473221302032
2024-09-02 03:25:00;0,13592980802059174;1,1388888888888888;0,13592980802059174
2024-09-02 03:30:00;0,1363143026828766;1,1423611111111112;0,1363143026828766
2024-09-02 03:35:00;0,13669830560684204;1,1458333333333333;0,13669830560684204
2024-09-02 03:40:00;0,13708165287971497;1,1493055555555556;0,13708165287971497
2024-09-02 03:45:00;0,13746440410614014;1,1527777777777777;0,13746440410614014
2024-09-02 03:50:00;0,13784657418727875;1,15625;0,13784657418727875
2024-09-02 03:55:00;0,1382281482219696;1,1597222222222223;0,1382281482219696
2024-09-02 04:00:00;0,1386091411113739;1,1631944444444444;0,1386091411113739
2024-09-02 04:05:00;0,13890507817268372;1,1666666666666667;0,13890507817268372
2024-09-02 04:10:00;0,13918854296207428;1,1701388888888888;0,13918854296207428
2024-09-02 04:15:00;0,13947150111198425;1,1736111111111112;0,13947150111198425
2024-09-02 04:20:00;0,1397545486688614;1,1770833333333333;0,1397545486688614
2024-09-02 04:25:00;0,14003637433052063;1,1805555555555556;0,14003637433052063
2024-09-02 04:30:00;0,1403176337480545;1,1840277777777777;0,1403176337480545
2024-09-02 04:35:00;0,1405983418226242;1,1875;0,1405983418226242
